Gamma:-0.363085,-0.591441;-0.299896,-0.397606;-0.214864,-0.19949;-0.137409,0.00148775;-0.071665,0.208048;-0.0749339,0.420303;-0.215869,0.564022;-0.428872,0.588505;-0.565746,0.451631;-0.615842,0.247085;-0.516176,0.0583223;-0.335438,-0.0684383;-0.143478,-0.177676;0.0621277,-0.267095;0.268232,-0.351936;0.465175,-0.437981;0.53962,-0.385461;0.598283,-0.189751;0.797138,-0.122034;1,-0.176197;
Delta:0.821601,-0.775144;0.669437,-0.932543;0.427256,-0.988757;0.171104,-0.988757;-0.069437,-0.908629;-0.277265,-0.755587;-0.437593,-0.557109;-0.493807,-0.30809;-0.438248,-0.0569136;-0.294188,0.155258;-0.111543,0.337907;0.0921238,0.496598;0.305259,0.642276;0.353469,0.798849;0.0946637,0.810092;-0.154177,0.765121;-0.34007,0.64145;-0.282669,0.419069;-0.156523,0.214444;-0.0665803,0.0343382;
Epsilon:1,-0.713143;0.792053,-0.729141;0.576018,-0.693133;0.361063,-0.646816;0.14667,-0.586018;-0.0521011,-0.487764;-0.239663,-0.369285;-0.389772,-0.211285;-0.412405,-0.0172105;-0.210395,0.0455275;0.0113661,0.0387841;0.0918577,-0.0374388;-0.127213,-0.0332089;-0.322059,0.0598758;-0.455859,0.230065;-0.4045,0.42611;-0.212666,0.513955;0.00598529,0.526737;0.211815,0.483002;0.424056,0.454744;
Alpha:0.617953,-1;0.544101,-0.814441;0.450531,-0.630678;0.332781,-0.455518;0.208412,-0.284738;0.0811199,-0.116151;-0.050904,0.0474203;-0.199909,0.197212;-0.360904,0.332182;-0.539377,0.439897;-0.640078,0.374061;-0.533276,0.201704;-0.389487,0.052637;-0.230887,-0.080293;-0.06737,-0.192398;-0.000272228,-0.0282581;0.0785482,0.157822;0.211823,0.299735;0.389199,0.268188;0.535931,0.123072;
Beta:-0.944828,1;-0.958753,0.684581;-0.972216,0.366614;-0.944828,0.0519334;-0.835278,-0.236032;-0.658145,-0.491738;-0.417481,-0.694676;-0.142595,-0.838966;0.164341,-0.903439;0.475788,-0.94452;0.796934,-0.94452;0.739509,-0.780352;0.56149,-0.540966;0.493021,-0.245742;0.547796,0.0527149;0.594097,0.342697;0.389834,0.528047;0.142696,0.706716;-0.130706,0.821981;-0.424464,0.849368;
Gamma:-0.809357,-0.81563;-0.567212,-0.565614;-0.336312,-0.302948;-0.100141,-0.0421662;0.127116,0.226267;0.308206,0.529252;0.293059,0.858111;0.0133516,1;-0.330332,0.952526;-0.627318,0.772058;-0.797643,0.479371;-0.774337,0.133425;-0.603954,-0.172199;-0.355493,-0.414391;-0.0649171,-0.613877;0.186311,-0.728652;0.271746,-0.413924;0.492213,-0.216884;0.791246,-0.319473;0.947704,-0.604783;
Delta:0.934309,-0.889318;0.648427,-0.964488;0.353881,-1;0.0538713,-0.992447;-0.229472,-0.911147;-0.410228,-0.691849;-0.361675,-0.404328;-0.175571,-0.176446;0.0504521,0.0170613;0.292913,0.189888;0.540348,0.356827;0.712945,0.569671;0.476407,0.670292;0.174614,0.670292;-0.122674,0.640106;-0.418084,0.60992;-0.645425,0.502411;-0.481079,0.284582;-0.234818,0.128879;-0.0417048,-0.0239862;
Epsilon:1,-0.959357;0.719245,-0.996377;0.428492,-0.977867;0.15757,-0.880579;-0.0742809,-0.708777;-0.243887,-0.479933;-0.249934,-0.201442;-0.0413407,-0.00608514;0.226988,0.0864655;0.184712,0.0536517;-0.102717,0.0309351;-0.391778,0.0598731;-0.663971,0.159535;-0.841758,0.352355;-0.673839,0.563766;-0.401121,0.663104;-0.112704,0.6973;0.175182,0.669535;0.436001,0.576424;0.685328,0.493688;
Alpha:0.480754,-0.672535;0.404909,-0.469323;0.284709,-0.283961;0.145756,-0.110002;-0.00863032,0.0498729;-0.185441,0.185643;-0.383525,0.284278;-0.5962,0.307615;-0.650289,0.12516;-0.553703,-0.0738468;-0.406366,-0.236701;-0.205963,-0.330038;-0.00975686,-0.317083;0.0719682,-0.119063;0.119032,0.094492;0.21319,0.291733;0.409491,0.371792;0.626323,0.336786;0.826411,0.242001;1,0.103417;
Beta:-0.663854,0.983666;-0.778193,0.831351;-0.794527,0.545453;-0.819029,0.260881;-0.851697,-0.0217642;-0.834949,-0.307564;-0.706568,-0.556158;-0.476923,-0.722802;-0.202265,-0.788595;0.0874895,-0.788595;0.371659,-0.755927;0.638242,-0.682423;0.5687,-0.461232;0.374582,-0.268328;0.47919,-0.0212381;0.693014,0.168085;0.701021,0.346632;0.418506,0.371133;0.139847,0.411969;-0.108491,0.477305;
Gamma:-1,-0.927213;-0.703127,-0.753868;-0.417285,-0.546636;-0.133304,-0.338185;0.139458,-0.113421;0.362152,0.157529;0.437424,0.49043;0.25334,0.765087;-0.0728433,0.880798;-0.424213,0.903258;-0.663104,0.713115;-0.640644,0.369049;-0.498659,0.0465646;-0.286646,-0.231473;-0.0679201,-0.499347;0.0233089,-0.420478;0.217204,-0.170434;0.547779,-0.107431;0.83047,-0.262352;0.965229,-0.556627;
Delta:1,-0.725292;0.768496,-0.800246;0.516849,-0.823208;0.263633,-0.806889;0.0273632,-0.728552;-0.168303,-0.577681;-0.240264,-0.348234;-0.142379,-0.121541;0.0223357,0.0676835;0.224917,0.22139;0.408149,0.38822;0.346357,0.564366;0.104253,0.612887;-0.14988,0.623557;-0.404359,0.624676;-0.623767,0.549933;-0.572691,0.317022;-0.395319,0.13964;-0.179378,0.0172341;0.0616423,-0.023564;
Epsilon:0.46574,-0.77518;0.247891,-0.791049;0.0297175,-0.742308;-0.164203,-0.6266;-0.343144,-0.489683;-0.493069,-0.322808;-0.521012,-0.109125;-0.366897,0.0489357;-0.155732,0.124973;0.0695681,0.139938;0.103884,0.0515797;-0.116161,0.071189;-0.298431,0.197745;-0.307561,0.395986;-0.118038,0.513106;0.10217,0.557824;0.328182,0.568404;0.554844,0.563114;0.779139,0.541955;1,0.499638;
Alpha:0.333439,-0.663109;0.274835,-0.478204;0.185866,-0.302028;0.0648275,-0.144537;-0.0767114,-0.00299803;-0.229871,0.126279;-0.394706,0.237488;-0.582263,0.289865;-0.666403,0.130972;-0.615765,-0.0509549;-0.470714,-0.17881;-0.280882,-0.22047;-0.0918958,-0.173603;0.0632207,-0.0532577;0.182566,0.10254;0.335498,0.21696;0.525632,0.253413;0.720567,0.223885;0.884344,0.120198;1,-0.0382076;
Beta:-0.871896,0.984288;-0.806551,0.790753;-0.754059,0.513156;-0.711958,0.22952;-0.683357,-0.0589691;-0.667645,-0.348627;-0.632195,-0.634204;-0.480539,-0.868247;-0.217266,-0.948237;0.065278,-0.899935;0.330306,-0.780558;0.576409,-0.632586;0.746398,-0.441428;0.66889,-0.210843;0.542147,0.0196622;0.526672,0.308216;0.36912,0.520997;0.110665,0.622629;-0.161867,0.688192;-0.439827,0.685768;
Gamma:-0.650088,-0.75468;-0.477426,-0.509285;-0.282767,-0.27826;-0.084935,-0.0411142;0.0861937,0.213369;0.222706,0.488522;0.234355,0.788335;0.0264613,0.984477;-0.272921,0.972725;-0.513655,0.79101;-0.659179,0.531125;-0.630869,0.234235;-0.487653,-0.0340146;-0.296166,-0.272174;-0.0796065,-0.488733;0.139678,-0.681947;0.246402,-0.525455;0.438575,-0.320612;0.731128,-0.326666;0.895485,-0.554664;
Delta:0.881818,-0.827304;0.649122,-0.964057;0.344151,-1;0.0301281,-1;-0.270853,-0.941754;-0.506362,-0.763129;-0.453433,-0.483563;-0.261366,-0.244259;-0.0194261,-0.0495559;0.234618,0.129197;0.485312,0.309118;0.680339,0.534761;0.598821,0.767722;0.300535,0.822905;-0.0119317,0.832499;-0.319994,0.807248;-0.53813,0.656372;-0.528535,0.354271;-0.35689,0.112932;-0.135172,-0.0597647;
Epsilon:0.618911,-0.752961;0.388851,-0.794001;0.152941,-0.733505;-0.0704735,-0.625603;-0.2724,-0.483119;-0.418028,-0.286315;-0.465728,-0.0461577;-0.335026,0.151646;-0.105333,0.236836;0.142156,0.244664;0.163592,0.116739;-0.0777736,0.0795728;-0.31229,0.146495;-0.429451,0.332777;-0.233171,0.466525;0.0068131,0.524565;0.255332,0.53688;0.505826,0.53688;0.754066,0.519291;1,0.484114;
Alpha:0.613032,-0.970557;0.536907,-0.71065;0.430652,-0.455926;0.298641,-0.213502;0.139499,0.0125223;-0.0503214,0.212983;-0.271955,0.378568;-0.527488,0.475817;-0.742999,0.371035;-0.807274,0.109267;-0.793449,-0.162219;-0.622384,-0.36844;-0.364456,-0.444026;-0.102641,-0.389519;0.0964978,-0.214689;0.224675,0.0289781;0.329842,0.281439;0.52601,0.444098;0.783469,0.377911;1,0.215723;
Beta:-0.450729,1;-0.616362,0.751334;-0.739888,0.454664;-0.845388,0.148248;-0.89677,-0.170426;-0.84721,-0.487496;-0.685602,-0.760457;-0.395921,-0.898296;-0.0701883,-0.916322;0.254972,-0.890642;0.57089,-0.809598;0.788272,-0.601103;0.648602,-0.330611;0.39983,-0.1314;0.415812,0.156719;0.639592,0.377856;0.490934,0.520919;0.162165,0.520919;-0.165501,0.527717;-0.475509,0.562219;
Gamma:-0.915295,-0.812482;-0.677673,-0.586755;-0.42934,-0.352668;-0.172024,-0.126499;0.0767174,0.10982;0.300657,0.368616;0.444066,0.671751;0.37438,0.965145;0.0479291,0.971852;-0.248239,0.813098;-0.505289,0.590904;-0.680021,0.305581;-0.673289,-0.0242725;-0.468576,-0.291963;-0.184391,-0.480649;0.106265,-0.655632;0.233184,-0.589419;0.343795,-0.281059;0.644943,-0.18967;0.923328,-0.368075;
Delta:1,-0.691469;0.800244,-0.763888;0.564076,-0.800098;0.322164,-0.80915;0.0836958,-0.785513;-0.135278,-0.69413;-0.315446,-0.543781;-0.357857,-0.315687;-0.286267,-0.0948412;-0.13265,0.0864844;0.0548208,0.23906;0.251493,0.379553;0.39349,0.552101;0.188203,0.612074;-0.0537082,0.603021;-0.290722,0.573222;-0.457434,0.459172;-0.419472,0.249978;-0.240106,0.132227;-0.0591288,0.00556404;
Epsilon:0.538497,-0.784492;0.312851,-0.822545;0.0584721,-0.774373;-0.180215,-0.6672;-0.390728,-0.51202;-0.565685,-0.321553;-0.602736,-0.0731101;-0.426523,0.106558;-0.173747,0.168097;0.0868351,0.174013;0.0100716,0.0734293;-0.249114,0.0852627;-0.479301,0.197806;-0.488728,0.41478;-0.24612,0.500199;0.0137713,0.529015;0.277379,0.534932;0.533775,0.492918;0.77519,0.404752;1,0.286431;
Alpha:0.663946,-0.954111;0.587551,-0.713031;0.478377,-0.468613;0.335198,-0.243657;0.155326,-0.0447857;-0.0592452,0.11633;-0.29533,0.241628;-0.548191,0.326916;-0.809065,0.377046;-0.991075,0.286621;-0.82101,0.0869811;-0.609224,-0.0662365;-0.37085,-0.185423;-0.11713,-0.261366;0.0599097,-0.158657;0.143076,0.0823833;0.287269,0.2992;0.523803,0.404212;0.782995,0.365063;0.983152,0.193672;
Beta:-0.615736,1;-0.665038,0.746842;-0.726796,0.482065;-0.790642,0.216326;-0.796104,-0.0591719;-0.694619,-0.308272;-0.515316,-0.514491;-0.284596,-0.659433;-0.0257285,-0.745305;0.246191,-0.793159;0.523769,-0.804468;0.72529,-0.740579;0.514461,-0.573918;0.30955,-0.396989;0.242126,-0.142333;0.35131,0.093554;0.468917,0.306867;0.286387,0.452855;0.0582803,0.562636;-0.211456,0.58586;
Gamma:-0.62446,-0.570112;-0.458062,-0.330869;-0.251371,-0.109608;-0.0205527,0.0886078;0.21772,0.277868;0.414358,0.505129;0.260411,0.682835;-0.0398458,0.647028;-0.331588,0.563384;-0.606512,0.433857;-0.855528,0.262367;-0.840831,0.0042868;-0.582633,-0.153637;-0.303935,-0.275088;-0.0304534,-0.408187;0.176843,-0.513271;0.278648,-0.242664;0.528794,-0.0893298;0.818277,-0.115021;1,-0.34429;
Delta:0.939379,-0.939412;0.666533,-0.989902;0.380553,-1;0.0951586,-0.979804;-0.170647,-0.88425;-0.343068,-0.670555;-0.338287,-0.394655;-0.197753,-0.150036;-0.00705399,0.0630711;0.210066,0.249897;0.426611,0.436148;0.507858,0.635878;0.226061,0.656074;-0.062462,0.645976;-0.348018,0.623305;-0.623247,0.57529;-0.561076,0.369181;-0.310845,0.244778;-0.0443781,0.151173;0.151734,0.00980101;
Epsilon:0.841337,-0.992227;0.57164,-0.992227;0.323831,-0.896704;0.0951687,-0.751295;-0.127678,-0.598404;-0.342506,-0.437986;-0.384893,-0.21306;-0.143927,-0.10129;0.120603,-0.0517114;0.384107,-0.00507427;0.343525,0.0493357;0.0738283,0.0648814;-0.190109,0.115919;-0.435863,0.222789;-0.557777,0.442089;-0.407085,0.650854;-0.180983,0.799228;0.0690128,0.896577;0.337448,0.919896;0.600378,0.873259;
